exercise_id,exercise_name,description,target_muscle_group,difficulty_level,equipment_needed,exercise_category,estimated_calories_per_min,default_duration_seconds,source
124,30 Decline Reverse Crunch,The decline reverse crunch is a core exercise targeting the lower abdominals.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
125,30 Flat Bench Leg Raise,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
126,30 Flutter Kick,"The flutter kick is a core exercise where the legs are held off the ground as you flutter your feet over and under each other in small motions. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
127,30 Gorilla Chin Oblique Crunch,Lie on your side with legs stacked. Contract your obliques to lift your upper body toward your hip. Lower back down with control and repeat on both sides.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
128,30 Hanging Oblique Crunch,"The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another)",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
129,30 Hanging Toes-To-Bar,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement: strict or swinging, arms completely straight or slightly bent, legs straight or bent, each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
130,30 Hollow-Body Hold,"The hollow-body hold is an isometric exercise that increases strength and stability in the core muscles. It is common in gymnastics training, CrossFit training, and as a core tension and bracing drill for lifters and athletes of all types. It is performed for time and can be performed as an activation drill prior to lifting, as part of a circuit, or as equipment-free core training anytime.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
131,30 Landmine Twist,"The landmine twist is a rotational abdominal movement performed utilizing an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominus. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
132,30 Shoulder Tap,"The shoulder tap is an exercise targeting the abdominals and core. The basic stance matches the top of a push-up position. From there, one hand is raised to tap its opposing shoulder. A tap with each hand to each opposing shoulder equals one rep.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
133,30 Spider Crawl,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
134,30 V-Up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
135,ACFT Hanging leg tuck,"The hanging leg tuck is an exercise targeting the entire body, including the arms, upper back, abs, and hip flexors. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It is performe while hanging from a bar and combines elements of a pull-up with a leg raise. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
136,AM Decline Abs,"The decline sit-up is a core exercise that works the iliopsoas, quads, hip flexors, and adductors. The rectus abdominis and obliques are the stabilizers in this movement.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
137,AM Leg Lift,"The captain's chair leg raise is an exercise that targets the abs and hip flexors. It involves an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Unlike the Captain’s chair knee raise, the legs are straight here.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
138,Ab bicycle,"The ab bicycle is a bodyweight movement that targets the muscles of the abs, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
139,Ab wheel roll-out,The ab wheel roll-out is an exercise targeting the abdominals using an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of the best exercises for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.,abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
140,Active hang from bar,"The active hang from bar is a static exercise that involves isometrically squeezing the shoulders into the sockets and activating the muscles of the upper back and core. It can be used to improve pull-up form or to do more pull-ups, but also has postural and shoulder health benefits.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
141,Alligator Crawl,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
142,Alternating High Knee Raise,"Support yourself in the starting position. Lift your knees toward your chest, contracting your abdominals. Lower with control and repeat, maintaining steady breathing.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
143,Alternating hanging knee raise,"The alternating hanging knee raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one knee at a time and alternate with each rep as if marching in place. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
144,Alternating heel-touch,"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
145,Alternating lying leg raise,"The alternating lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
146,Alternating single-leg sprawl,"The alternating single-leg sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It differs from a standard sprawl by including a single-leg plank instead of a regular plank at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
147,Alternating sit-through with crunch-,"The alternating sit-through with crunch is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you perform a crunch. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
